Premise Name,Company Brand Name,Address,Halal Certification Expiry Date,Halal Certification Body
"LEVEL 3 - BQT KITCHEN(BQT CHINESE KITCHEN, WESTERN,MALAY)",PUTRAJAYA MARRIOTT HOTEL,PUTRAJAYA MARRIOTT HOTEL & SPA IOI RESORT CITY,2018-08-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LEXIS HOTEL PORT DICKSON,KL METRO HOTEL MANAGEMENT SDN. BHD,"BATU 2, JALAN SEREMBAN",2022-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LEXIS PORT DICKSON,KL METRO HOTEL MANAGEMENT SDN. BHD,BATU 2 JALAN SEREMBAN,2025-06-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
"LG 17, LOWER GROUND FLOOR,",KING'S CONFECTIONERY SDN BHD,"SOUTH CITY PLAZA,43300 SERI KEMBANGAN,SELANGOR",2008-02-14,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LG33,ONENESS SUB SDN. BHD.,GALLERIA@KOTARAYA JALAN TRUS.,2021-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LIAN FAH FAST FOOD RESTAURANT SDN. BHD.,SB SUPPLIES & LOGISTICS SDN. BHD.,"SUGARBUN KOTA SENTOSA NOS. 626 - 627, LOTS 1532 - 1533, BLK 46 KCLD, (S/L 25 & S/L 26) PEKAN BATU 7 (KOTA SENTOSA),JALAN PENRISSEN,",2024-01-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LIANG SANDWICH BAR@PAVILION SHOPPING MALL KUALA LUMPUR,LIANG GRAIN INDUSTRIES SDN. BHD.,"LOT NO. P1.11.02, LEVEL 1, PAVILION KUALA LUMPUR MALL, NO. 168, JALAN BUKIT BINTANG,",2021-08-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LIBARAN CAFE,RICKLAGAN HOTEL SDN. BHD.,"TB-00-1, 1 BORNEO HYPERMALL JALAN UMS,",2020-08-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LIBARAN KITCHEN,RICKLAGAN HOTEL SDN. BHD.,"TB-00-1, 1 BORNEO HYPERMALL JALAN UMS,",2023-08-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LIC HOSANNA CATERING SERVICE SDN BHD,LIC HOSANNA CATERING SERVICE SDN BHD,"PRINCE OF WALES ISLAND INTERNATIONAL SCHOOL 1 JALAN SUNGAI AIR PUTIH 6, BANDAR BARU AIR PUTIH, BALIK PULAU",2024-05-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LIDO CAFE,HOTEL AIFA SDN.BHD,"U0127, JLN TUN MUSTAPHA",2019-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LIDO PASTRY,HOTEL AIFA SDN.BHD,"GROUND FLOOR U0217, JALAN TUN MUSTAPHA",2025-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LIFE HEALTHCARE CHATSMED HOSPITAL,LIFE HEALTHCARE CHATSMED HOSPITAL,"80 WOODHURST DRIVE, WOODHURST, CHATSWORTH, 4092",2022-02-28,NATIONAL INDEPENDENT HALAAL TRUST
LIFE STORY CAFE,LIFE STORY CAFE,"NO. 34,  JALAN SEJAHTERA 4, MEDAN SEJAHTERA, 32000 SITIAWAN, PERAK",2024-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LIGHTHOUSE F&B (SW) SDN. BHD.,ORCHID BISTRO SDN BHD,"LOT G-01, GROUND FLOOR PACIFIC EXPRESS HOTEL (FKA WISMA FUI CHUI), CHINATOWN, JALAN PETALING",2022-03-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LIHO TEA 1 UTAMA,LIHO BESUTO SDN. BHD.,"1 UTAMA SHOPPING CENTRE, LEVEL 1, UNIT FK - 1B, NEW WING LEBUH BANDAR UTAMA, BANDAR UTAMA, PETALING JAYA",2025-06-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LIHO TEA MIDVALLEY MEGAMALL,LIHO (MALAYSIA) SDN. BHD.,"F-029, 1ST FLOOR, NORTH COURT MID VALLEY MEGAMALL, MID VALLEY CITY, LINGKARAN SYED PUTRA,",2023-02-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LIHO TEA R&F MALL,LIHO BESUTO SDN. BHD.,"LOT G-071, R&F MALL, JALAN TANJUNG PUTERI",2025-11-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LIHO TEA SETAPAK CENTRAL,LIHO BESUTO SDN. BHD.,"LOT NO GK-4B, GROUND FLOOR, SETAPAK CENTRAL, TAMAN DANAU KOTA",2025-05-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LIM FRIED CHICKEN (LFC) GLENMARIE,BLUESAND HOLDINGS SDN. BHD.,"NO 26, JALAN JURUREJA U1/40, HICOM GLENMARIE, SEKSYEN U1,  SHAH ALAM",2025-06-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LIM FRIED CHICKEN (LFC) MID VALLEY MEGAMALL,BLUESAND HOLDINGS SDN. BHD.,"LG-090 LOWER GROUND FLOOR, MIDVALLEY MEGAMALL, LINGKARAN SYED PUTRA",2025-06-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LIM FRIED CHICKEN (LFC) SRI PETALING,BLUESAND HOLDINGS SDN. BHD.,"NO 7, JALAN RADIN BAGUS 7, BANDAR BARU SRI PETALING,",2025-06-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LIM FRIED CHICKEN (LFC) SUNWAY VELOCITY MALL,BLUESAND HOLDINGS SDN. BHD.,"TINGKAT 4, LOT 4-01R, SUNWAY VELOCITY MALL, LINGKARAN SV, SUNWAY VELOCITY",2025-06-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LIMBANG FASTFOOD (1996) SDN. BHD.,SB SUPPLIES & LOGISTICS SDN. BHD.,"PEZZO LIMBANG LOT G008, GROUND FLOOR, LIMBANG PLAZA,",2018-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
"LIMBANG FASTFOOD (1996) SDN. BHD.,",SB SUPPLIES & LOGISTICS SDN. BHD.,"SUGARBUN / PEZZO LIMBANG NO. G08-G011 G/FLOOR LIMBANG PLAZA,",2024-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LIN CHICKEN RICE SHOP,LIN CHICKEN RICE SHOP,"GRD FLOOR, LOT 353, SECTION 54, JLN PETANAK,",2018-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LINARI CAFE,LINARI ENTERPRISE,"GERAI NO. 7, KAWASAN REHAT DAN RAWAT AYER KEROH, KM 205 ARAH UTARA, AYER KEROH,",2021-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LING LOONG SEAFOOD SDN BHD,LING LOONG SEAFOOD SDN BHD,STALL 32 -36 PERMATA CAR PARK TOP SPOT FOOD COURT,2025-10-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LING PACIFIC INDUSTRIAL CATERING SDN BHD,LING PACIFIC INDUSTRIAL CATERING SDN BHD,PENANG SEAGATE INDUSTRIES (M) SDN BHD 88 LEBUHRAYA KAMPUNG JAWA KAWASAN PERINDUSTRIAN BAYAN LEPAS,2018-07-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LINGGA JAYA SDN BHD,LINGGA JAYA SDN BHD,"NO. 203, LOT 1335, BLOCK 46, KDLC,GREENVILLE PARK, BATU 7, JALAN PENRISEN,",2017-11-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LINK KITCHEN,HOTEL PULLMAN KUALA LUMPUR BANGSAR ( SYC CAPITAL SDN. BHD.),"NO. 1, JALAN PANTAI JAYA, TOWER 3 TINGKAT G PULLMAN HOTEL KUALA LUMPUR BANGSAR",2024-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LIPIS CENTREPOINT HOTEL & APARTMENTS SDN. BHD.,LIPIS CENTREPOINT HOTEL & APARTMENTS SDN. BHD.,"LEVEL 5, BANGUNAN LIPIS CENTREPOINT,",2019-01-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LIPPYLICIOUS SDN BHD,HOT & ROLL HOLDINGS SDN BHD,"EAST COAST MALL - 12 - F & B ISLAND, 01 (ZONE 3) LEVEL 2 EAST COAST  MALL, JALAN PUTRA SQUARE KUANTAN, PAHANG",2018-01-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LITTLE FOOD SERVICES SDN BHD,LITTLE FOOD SERVICES SDN BHD,109 OFF JALAN LIMAU OFF JALAN ISTANA KLANG,2021-06-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LITTLE THAI RESTAURANT SDN BHD,LITTLE THAI RESTAURANT SDN BHD,LOT 14308 LOT 13771 SINGLE STOREY FOOD COURT JALAN MATANG METROCITY COMMERCIAL PRECINTS,2025-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LITTLE WOK,SS MEAL F&B SDN BHD,"NO 09, RASA FOOD ARENA, ALAMANDA, PRECINT 1,",2020-10-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LITTLE WOK & GRILL,SS MEAL F&B SDN BHD,"STALL 13, RASA FOOD ARENA, LOT 4.01,LEVEL 4, SURIA KLCC SHOPPING CENTRE",2020-09-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
"LITTLE WOK & GRILL,",SS MEAL F&B SDN BHD,"STALL 15, LOT 4.01, LEVEL 4, SURIA KLCC SHOPPING CENTRE",2018-09-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LITTLE WOK KITCHEN THE MINES,CYS F&B SDN BHD,"LOT L1-96A, THE MINES, JALAN DULANG, MINES RESORTS CITY, SERI KEMBANGAN",2019-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LIU C. K. ENTERPRISE,SB SUPPLIES & LOGISTICS SDN. BHD.,"PEZZO SEGO CENTRE UNIT 2 B-1, GROUND FLOOR, SUBLOT 2, SEGO CENTRE, JALAN SULTAN TENGAH,",2018-10-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LIVE COOKING KITCHEN,ATTANA HOTELS & RESORTS SDN BHD (F.K.A:PNB MANAGEMENT SERVICES SDN. BERHAD,"JALAN KINRARA 6, BANDAR KINRARA 47180 PUCHONG, SELANGOR",2023-11-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
"LIVE KITCHEN, CAFE MINT, LEVEL 1",SUPERB UPLINE SDN BHD,"COSMO HOTEL KUALALUMPUR 13-15 LEBOH AMPANG,",2024-12-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LIVING JADE SDN BHD (SCR GIANT HYPERMARKET PETRA JAYA),LIVING JADE SDN. BHD,LOT G 1 GIANT HYPERMARKET PETRA JAYA LOT NO 5688 & 10166 SECTION NO 65 KUCHING TOWN LAND DISTRICT,2019-05-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LIZA D'HIGHWAY,LIZA D'HIGHWAY,NO. 5 R&R GAMBANG TIMUR,2016-11-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO 163 RETAIL PARK,PETRA EMPIRE SDN BHD,"NO. LG1-20, LOWER GROUND FLOOR, 163 RETAIL PARK,  8, JALAN KIARA, MONT KIARA,",2025-07-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO AEON BANDARAYA MELAKA,PETRA EMPIRE SDN BHD,"GK 08, GROUND FLOOR, AEON BANDARAYA MELAKA, NO.2, JALAN LAGENDA, TAMAN 1 LAGENDA,",2025-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO AEON BUKIT INDAH,PETRA EMPIRE SDN BHD,"LOT G47, AEON BUKIT INDAH SHOPPING CENTRE, NO.8, JALAN INDAH 15/2, BUKIT INDAH, ISKANDAR PUTERI,",2025-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO AEON BUKIT TINGGI,PETRA EMPIRE SDN BHD,"G32, GROUND FLOOR, AEON BUKIT TINGGI SHOPPING CENTRE, PERSIARAN BATU NILAM 1, BANDAR BUKIT TINGGI 2,",2025-09-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO AEON CHERAS SELATAN,PETRA EMPIRE SDN BHD,"LOT G42, AEON CHERAS SELATAN, ARAS SATU, LEBUH TUN HUSSEIN ONN, BALAKONG,",2024-09-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO AEON KOTA BHARU,PETRA EMPIRE SDN BHD,"F35A, 1ST FLOOR, AEON MALL KOTA BHARU,  BANDAR BARU LEMBAH SIREH,  KOTA BHARU, KELANTAN",2025-03-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO AEON MALL KULAIJAYA,PETRA EMPIRE SDN BHD,"LOT G51, GROUND FLOOR, AEON MALL KULAIJAYA, PERSIARAN INDAHPURA UTAMA,",2025-08-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO AEON MALL METRO PRIMA,PETRA EMPIRE SDN BHD,"KG3, GROUND FLOOR, AEON MALL METRO PRIMA, NO.1, JALAN METRO PRIMA, METRO PRIMA,",2025-07-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO AEON MALL SEREMBAN 2,PETRA EMPIRE SDN BHD,"LOT KF2, FIRST FLOOR, AEON SHOPPING CENTRE SEREMBAN 2, PERSIARAN S2 B1,",2025-07-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO AEON MALL TAIPING,PETRA EMPIRE SDN BHD,"LOT G26, AEON MALL TAIPING, JALAN KAMUNTING, KAMUNTING",2025-06-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO AEON NILAI,PETRA EMPIRE SDN BHD,"LOT KS 06 & 07, AEON MALL NILAI,  NO.2, PERSIARAN PUSAT BANDAR, PUSAT BANDAR PUTRA POINT,",2025-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO AEON TAMAN MALURI,PETRA EMPIRE SDN BHD,"GK01, AEON TAMAN MALURI SHOPPING CENTRE, JALAN JEJAKA, TAMAN MALURI, CHERAS,",2025-02-28,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO AEON TEBRAU CITY,PETRA EMPIRE SDN BHD,"LOT GK6, AEON TEBRAU CITY, JALAN DESA TEBRAU, TAMAN DESA TEBRAU,",2025-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO ALAMANDA,PETRA EMPIRE SDN BHD,"LOT OS04, LOWER GROUND FLOOR, ALAMANDA, JALAN ALAMANDA, 70, PRESINT 1,  PUTRAJAYA",2025-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO AMANJAYA MALL,PETRA EMPIRE SDN BHD,"LOT P6, TINGKAT BAWAH, KOMPLEKS AMANJAYA,AMANJAYA 1, JALAN BADLISHAH, BANDAR AMANJAYA,",,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO BANDAR PENAWAR,PETRA EMPIRE SDN BHD,"NO.43, JALAN JELUTONG 1, TAMAN DESARU UTAMA, BANDAR PENAWAR,",2025-07-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO BANTING,PETRA EMPIRE SDN BHD,"NO.6-G, JALAN CEMERLANG 1A, BANTING",2025-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO BATU PAHAT MALL,PETRA EMPIRE SDN BHD,"LOT GK 33C, BATU PAHAT MALL, JALAN KLUANG,",2025-11-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO BERJAYA TIMES SQUARE,PETRA EMPIRE SDN BHD,"LG-49A, LOWER GROUND FLOOR, BERJAYA TIMES SQUARE, NO.1, JALAN IMBI",2024-09-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO BINTULU,PETRA EMPIRE SDN BHD,"NO. 207 (7841), ASSYAKIRIN COMMERCE SQUARE, JALAN SULTAN ISKANDAR,",2025-07-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO C-MART NIBONG TEBAL,PETRA EMPIRE SDN BHD,"LOT G-81, NO. 3974, JALAN INDUSTRI CENDERAWASIH 1,  KOMPLEK INDUSTRI CENDERAWASIH, LOT 5631, MK11,",2025-11-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO CAMERON CENTRUM,PETRA EMPIRE SDN BHD,"A-G-12, PRESINT 1, CAMERON CENTRUM, BRINCHANG,",2025-06-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO CENTERPOINT SEREMBAN,PETRA EMPIRE SDN BHD,"LOT G-15, GROUND FLOOR, CENTERPOINT SEREMBAN,",2025-07-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO CENTRAL I-CITY,PETRA EMPIRE SDN BHD,"LOT LG-K20, TINGKAT LG, PUSAT MEMBELI BELAH SENTRAL I-CITY, NO.1, PERSIARAN MULTIMEDIA, SEKSYEN 7, SHAH ALAM,",2025-02-28,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO CITTA MALL,PETRA EMPIRE SDN BHD,"LOT NO.G-K07C, GROUND FLOOR, CITTA MALL, NO.1, JALAN PJU 1A/48, ARA DAMANSARA,",2025-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO D'PULZE SHOPPING CENTRE,PETRA EMPIRE SDN BHD,"LOT NO. UGE-B1, UG FLOOR, D'PULZE SHOPPING CENTRE, LINGKARAN CYBER POINT TIMUR, CYBER 12, CYBERJAYA,",2025-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO DATUM JELATEK,PETRA EMPIRE SDN BHD,"LG-K-07, DATUM JELATEK, JALAN ENGGANG, TAMAN KERAMAT,",2025-07-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO DESIGN VILLAGE OUTLET MALL,PETRA EMPIRE SDN BHD,"LOT G-106B, DESIGN VILLAGE OUTLET MALL, 733, JALAN CASSIA BARAT 2, BANDAR CASSIA, SIMPANG AMPAT, PULAU PINANG",2025-06-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO EAST COAST MALL,PETRA EMPIRE SDN BHD,"L2-FB04, LEVEL 2, EAST COAST MALL, JALAN PUTRA SQUARE 6, PUTRA SQUARE,",2025-06-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO ECO GRANDEUR,PETRA EMPIRE SDN BHD,"NO.33A, RUANG NIAGA ECO GRANDEUR,  PERSIARAN MOKHTAR DAHARI 1, BANDAR PUNCAK ALAM,",2025-07-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO EMPIRE SHOPPING GALLERY,PETRA EMPIRE SDN BHD,"LOT NO. LK-01B, LOWER GROUND FLOOR, EMPIRE SHOPPING GALLERY, SS 16, UEP SUBANG JAYA,",2025-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO GENTING SKY AVENUE,PETRA EMPIRE SDN BHD,"LOT NO.T2-43, OF LEVEL T2, SKY AVENUE, GENTING HIGHLAND RESORT, GENTING HIGHLAND, PAHANG",2025-03-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO IJM SANDAKAN,PETRA EMPIRE SDN BHD,"LOT 6, BLOK P, TINGKAT BAWAH, ONE AVENUE, FASA 9, BANDAR UTAMA ONE AVENUE, BATU 6, JALAN UTARA,",2025-07-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO IKEA BATU KAWAN,PETRA EMPIRE SDN BHD,"LG.K06, LEVEL LOWER GROUND FLOOR, BATU KAWAN-LINK BUILDING (EXTENSION), KLIPPA SHOPPING MALL, ASPEN VISION CITY, LEBUHRAYA BANDAR CASSIA,",,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO IMAGO MALL,PETRA EMPIRE SDN BHD,"LOT NO SPK B-06, BASEMENT FLOOR, IMAGO SHOPPING MALL,  KK TIMES SQUARE, PHASE 2 OFF COASTAL HIGHWAY,",2025-07-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO INDERA MAHKOTA,PETRA EMPIRE SDN BHD,"A31, GROUND FLOOR, JALAN IM 3/19, INDERA MAHKOTA 3,",2025-06-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO IOI CITY MALL,PETRA EMPIRE SDN BHD,"LGK-10A, IOI CITY MALL, LEBUH IRC, IOI RESORT CITY,",2024-09-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO IOI MALL PUCHONG,PETRA EMPIRE SDN BHD,"GK-01D, GROUND FLOOR, IOI MALL,  BATU 9, JALAN PUCHONG, BANDAR PUCHONG JAYA, PUCHONG,",2025-02-28,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO ITCC MALL,PETRA EMPIRE SDN BHD,"LOT NO.G-113, GROUND FLOOR, ITCC SHOPPING MALL, INTERNATIONAL TECHNOLOGY & COMMERCIAL CENTRE, JALAN PINTAS PENAMPANG,",2025-07-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
"LLAOLLAO JALAN BAKRI, MUAR",PETRA EMPIRE SDN BHD,"NO.297-5, ROOM 1, BATU 1 1/2, JALAN BAKRI,",2025-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO KIP MALL KOTA WARISAN,PETRA EMPIRE SDN BHD,"LOT NO. P09, P10 & P11, KIP MALL KOTA WARISAN, JALAN WARISAN SENTRAL 3, KIP SENTRAL KOTA WARISAN,",,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO KL EAST MALL,PETRA EMPIRE SDN BHD,"LOT G2K-03, KL EAST MALL, JALAN LINGKARAN TENGAH 2, TAMAN SRI MELATI,",2025-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO KLUANG MALL,PETRA EMPIRE SDN BHD,"LOT NO. GK-07 & GK-07A, GROUND FLOOR,  KLUANG MALL, JALAN RAMBUTAN,",2025-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO KOTA BHARU MALL,PETRA EMPIRE SDN BHD,"LOT GK12 & GK13A, GROUND FLOOR, KOTA BHARU MALL, PT 101 & 102, JALAN HAMZAH, SEKSYEN 16, KOTA BHARU, KELANTAN.",2025-03-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO KSL CITY,PETRA EMPIRE SDN BHD,"LG-030, LOWER GROUND FLOOR, KSL CITY, NO.33, JALAN SELADANG, TAMAN ABAD,",2025-07-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO KTCC MALL,PETRA EMPIRE SDN BHD,"LOT GK-47A, GK-47B, GK-47C, TINGKAT BAWAH, KTCC MALL, JALAN SULTAN ZAINAL ABIDIN, KUALA TERENGGANU, TERENGGANU.",2025-03-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
"LLAOLLAO KUBOTA SENTRAL, TAWAU",PETRA EMPIRE SDN BHD,"TB25, LOT E2, GROUND FLOOR, KUBOTA SENTRAL, JALAN CHONG THIEN VUN,",2025-07-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO MAHKOTA PARADE,PETRA EMPIRE SDN BHD,"LOT KG7C2, GROUND FLOOR, NO.1, G74,  MAHKOTA PARADE, JALAN MERDEKA,",2025-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO METROPOINT KAJANG,PETRA EMPIRE SDN BHD,"G39A, TINGKAT BAWAH, METRO POINT COMPLEX,  JALAN JELOK 8,",,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO MID VALLEY,PETRA EMPIRE SDN BHD,"TK-04, LEVEL 3, MID VALLEY CITY, LINGKARAN SYED PUTRA",2024-09-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO MIDVALLEY SOUTHKEY,PETRA EMPIRE SDN BHD,"LGK-09, THE MALL MIDVALLEY SOUTHKEY, PERSIARAN SOUTHKEY 1, KOTA SOUTHKEY,",2025-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO MIRI TIMES SQUARE,PETRA EMPIRE SDN BHD,"A-G-53, GROUND FLOOR, MIRI TIMES SQUARE, MARINA PARKCITY, JALAN BENDAHARA,",2025-07-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO MITSUI LALAPORT,PETRA EMPIRE SDN BHD,"LG1-FH30, MITSUI LALAPORT KUALA LUMPUR,  NO.2, JALAN HANG TUAH, BUKIT BINTANG CITY CENTRE, BUKIT BINTANG,",2025-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO MITSUI OUTLET PARK SEPANG,PETRA EMPIRE SDN BHD,"KIOSK 3, MITSUI OUTLET PARK KLIA SEPANG, PERSIARAN KOMERSIAL KLIA,",2025-09-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO MYTOWN,PETRA EMPIRE SDN BHD,"LOT B1-038, BASEMENT 1, NO.6, JALAN COCHRANE, SEKSYEN 90,  MYTOWN SHOPPING CENTRE,",2024-09-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO NU SENTRAL,PETRA EMPIRE SDN BHD,"LOT CC.04, CONCOURSE FLOOR AT NU SENTRAL, 201, JALAN TUN SAMBANTHAN, BRICKFIELDS,",2024-09-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO OLD COMMERCIAL STREET BATU PAHAT,PETRA EMPIRE SDN BHD,"NO.1-1, GROUND FLOOR, JALAN ROTAN KONG, TAMAN SRI JAYA,",2025-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO PARADIGM MALL JOHOR,PETRA EMPIRE SDN BHD,"LOT GFK-15A & 15B, GROUND FLOOR, PARADIGM MALL JOHOR BAHRU, JALAN BERTINGKAT SKUDAI, TAMAN BUKIT MEWAH,",2025-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LLAOLLAO PAVILION BUKIT JALIL,PETRA EMPIRE SDN BHD,"LOT P1.07.00, LEVEL 1, PAVILION BUKIT JALIL, PUSAT BANDAR 2, PERSIARAN JALIL UTAMA, BUKIT JALIL,",,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
